# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	89121	90788	-	ACR40738.1			serine/threonine protein kinase			M164_0102	1668	555	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	91026	92051	+							M164_0103	1026		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	91026	92051	+	ACR40739.1			amino acid transporter, putative			M164_0103	1026	341	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	92341	93048	-							M164_0104	708		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	92341	93048	-	ACR40740.1			conserved hypothetical protein			M164_0104	708	235	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	93160	93735	+							M164_0105	576		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	93160	93735	+	ACR40741.1			amino acid transporter, putative			M164_0105	576	191	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	93706	94095	-							M164_0106	390		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	93706	94095	-	ACR40742.1			HEPN domain protein			M164_0106	390	129	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	94143	94547	-							M164_0107	405		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	94143	94547	-	ACR40743.1			thioesterase superfamily protein			M164_0107	405	134	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	94597	95280	-							M164_0108	684		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	94597	95280	-	ACR40744.1			precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit			M164_0108	684	227	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	95267	96256	-							M164_0109	990		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	95267	96256	-	ACR40745.1			cobalamin (vitamin B12) biosynthesis CbiG protein			M164_0109	990	329	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	96259	97047	-							M164_0110	789		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	96259	97047	-	ACR40746.1			precorrin-4 C11-methyltransferase			M164_0110	789	262	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	97053	97721	-							M164_0111	669		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	97053	97721	-	ACR40747.1			precorrin-2 C20-methyltransferase			M164_0111	669	222	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	97718	98317	-							M164_0112	600		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	97718	98317	-	ACR40748.1			precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit			M164_0112	600	199	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	98318	99367	-							M164_0113	1050		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	98318	99367	-	ACR40749.1			cobalamin biosynthesis protein CbiD			M164_0113	1050	349	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	99364	100110	-							M164_0114	747		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	99364	100110	-	ACR40750.1			precorrin-3B C17-methyltransferase			M164_0114	747	248	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	100113	101111	-							M164_0115	999		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	100113	101111	-	ACR40751.1			Precorrin-8X methylmutase CbiC/CobH			M164_0115	999	332	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	102030	103064	-							M164_0116	1035		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	102030	103064	-	ACR40752.1			Radical SAM domain protein			M164_0116	1035	344	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	103058	103957	+							M164_0117	900		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	103058	103957	+	ACR40753.1			beta-lactamase domain protein			M164_0117	900	299	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	104257	105678	-							M164_0118	1422		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	104257	105678	-	ACR40754.1			type II secretion system protein			M164_0118	1422	473	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	105662	107203	-							M164_0119	1542		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	105662	107203	-	ACR40755.1			type II secretion system protein E			M164_0119	1542	513	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	107206	107910	-							M164_0120	705		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	107206	107910	-	ACR40756.1			flagellar accessory protein FlaH			M164_0120	705	234	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	107892	108380	-							M164_0121	489		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	107892	108380	-	ACR40757.1			conserved hypothetical protein			M164_0121	489	162	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	108383	108850	-							M164_0122	468		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	108383	108850	-	ACR40758.1			putative flagellar protein FlaG			M164_0122	468	155	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	108843	109604	-							M164_0123	762		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	108843	109604	-	ACR40759.1			conserved hypothetical protein			M164_0123	762	253	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	109679	110599	-							M164_0124	921		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	109679	110599	-	ACR40760.1			flagellin, putative			M164_0124	921	306	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	110723	111208	+							M164_0125	486		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	110723	111208	+	ACR40761.1			conserved hypothetical protein			M164_0125	486	161	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	111192	112661	+							M164_0126	1470		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	111192	112661	+	ACR40762.1			conserved hypothetical protein			M164_0126	1470	489	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	112658	113101	+							M164_0127	444		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	112658	113101	+	ACR40763.1			conserved hypothetical protein			M164_0127	444	147	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	113185	113994	+							M164_0128	810		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	113185	113994	+	ACR40764.1			conserved hypothetical protein			M164_0128	810	269	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	114008	114493	+							M164_0129	486		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	114008	114493	+	ACR40765.1			conserved hypothetical protein			M164_0129	486	161	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	114490	114672	+							M164_0130	183		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	114490	114672	+	ACR40766.1			conserved hypothetical protein			M164_0130	183	60	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	114898	115122	+							M164_0131	225		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	114898	115122	+	ACR40767.1			putative transcriptional regulator, CopG family			M164_0131	225	74	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	115550	115711	+							M164_0132	162		pseudo
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	115828	115956	+							M164_0133	129		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	116308	117036	+							M164_0134	729		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	116308	117036	+	ACR40768.1			conserved hypothetical protein			M164_0134	729	242	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	117297	118064	+							M164_0135	768		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	117297	118064	+	ACR40769.1			conserved hypothetical protein			M164_0135	768	255	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	118059	119054	-							M164_0136	996		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	118059	119054	-	ACR40770.1			Alcohol dehydrogenase GroES domain protein			M164_0136	996	331	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	119104	119469	-							M164_0137	366		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	119104	119469	-	ACR40771.1			conserved hypothetical protein			M164_0137	366	121	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	119551	120162	+							M164_0138	612		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	119551	120162	+	ACR40772.1			conserved hypothetical protein			M164_0138	612	203	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	120397	121266	+							M164_0139	870		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	120397	121266	+	ACR40773.1			integrase family protein			M164_0139	870	289	
gene	tRNA_pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	120439	120518	-							M164_R0001	80		pseudo
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	120439	120518	-				tRNA-OTHER			M164_R0001	80		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	121347	121586	+							M164_0140	240		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	121347	121586	+	ACR40774.1			hypothetical protein			M164_0140	240	79	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	121596	121979	+							M164_0141	384		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	121596	121979	+	ACR40775.1			hypothetical protein			M164_0141	384	127	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	121966	122262	+							M164_0142	297		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	121966	122262	+	ACR40776.1			hypothetical protein			M164_0142	297	98	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	122248	122421	-							M164_0143	174		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	122248	122421	-	ACR40777.1			hypothetical protein			M164_0143	174	57	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	122418	126488	-							M164_0144	4071		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	122418	126488	-	ACR40778.1			hypothetical protein			M164_0144	4071	1356	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	126485	126712	-							M164_0145	228		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	126485	126712	-	ACR40779.1			hypothetical protein			M164_0145	228	75	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	126751	127092	+							M164_0146	342		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	126751	127092	+	ACR40780.1			hypothetical protein			M164_0146	342	113	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	127132	127446	+							M164_0147	315		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	127132	127446	+	ACR40781.1			hypothetical protein			M164_0147	315	104	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	127443	127850	+							M164_0148	408		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	127443	127850	+	ACR40782.1			hypothetical protein			M164_0148	408	135	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	127991	128164	-							M164_0149	174		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	127991	128164	-	ACR40783.1			conserved hypothetical protein			M164_0149	174	57	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	128219	128548	+							M164_0150	330		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	128219	128548	+	ACR40784.1			conserved hypothetical protein			M164_0150	330	109	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	128545	128778	+							M164_0151	234		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	128545	128778	+	ACR40785.1			hypothetical protein			M164_0151	234	77	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	128800	129159	+							M164_0152	360		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	128800	129159	+	ACR40786.1			CopG DNA-binding domain protein			M164_0152	360	119	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	129214	129624	+							M164_0153	411		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	129214	129624	+	ACR40787.1			hypothetical protein			M164_0153	411	136	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	129611	131677	+							M164_0154	2067		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	129611	131677	+	ACR40788.1			transcriptional regulator, MarR family			M164_0154	2067	688	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	131661	131987	+							M164_0155	327		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	131661	131987	+	ACR40789.1			hypothetical protein			M164_0155	327	108	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	132265	132349	-							M164_R0002	85		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	132265	132349	-				tRNA-Leu			M164_R0002	85		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	132859	133848	+							M164_0156	990		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	132859	133848	+	ACR40790.1			transport protein, putative			M164_0156	990	329	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	133940	135013	+							M164_0157	1074		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	133940	135013	+	ACR40791.1			eRF1 domain 2 protein			M164_0157	1074	357	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	135014	135646	-							M164_0158	633		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	135014	135646	-	ACR40792.1			phosphoribosyltransferase			M164_0158	633	210	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	135730	136542	+							M164_0159	813		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	135730	136542	+	ACR40793.1			methylthioadenosine phosphorylase			M164_0159	813	270	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	136503	137291	+							M164_0160	789		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	136503	137291	+	ACR40794.1			conserved hypothetical protein			M164_0160	789	262	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	137307	138152	+							M164_0161	846		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	137307	138152	+	ACR40795.1			Polyprenyl synthetase			M164_0161	846	281	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	138248	139075	+							M164_0162	828		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	138248	139075	+	ACR40796.1			alpha-L-glutamate ligase, RimK family			M164_0162	828	275	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	139123	139584	-							M164_0163	462		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	139123	139584	-	ACR40797.1			transcriptional regulator, AsnC family			M164_0163	462	153	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	139581	140579	-							M164_0164	999		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	139581	140579	-	ACR40798.1			FAD dependent oxidoreductase			M164_0164	999	332	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	140587	141099	-							M164_0165	513		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	140587	141099	-	ACR40799.1			conserved hypothetical protein			M164_0165	513	170	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	141157	141987	+							M164_0166	831		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	141157	141987	+	ACR40800.1			peptidase T2 asparaginase 2			M164_0166	831	276	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	141988	142527	+							M164_0167	540		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	141988	142527	+	ACR40801.1			conserved hypothetical protein			M164_0167	540	179	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	142524	142760	-							M164_0168	237		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	142524	142760	-	ACR40802.1			conserved hypothetical protein			M164_0168	237	78	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	142854	143237	+							M164_0169	384		
